ID,Crawl Timestamp,Job Title,Job Salary,Job Experience Required,Key Skills,Role Category,Location,Functional Area,Industry,Role
1136,2019-07-07 00:16:54 +0000, Opening Job DotNet Developer Fresher @ BKC, Not Disclosed by Recruiter ,0 - 0 yrs, C#| ASP.Net| MS SQL Server| .Net,Programming & Design,Mumbai,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
1137,2019-08-05 04:54:01 +0000, Business Development, Not Disclosed by Recruiter ,2 - 5 yrs, Training| Interpersonal skills| MOUS| Staffing| Business Development Manager| Consultancy| Client acquisition| Business development| Recruitment,Corporate Sales,Ahmedabad,"Sales , Retail , Business Development","Recruitment, Staffing",Sales/Business Development Manager
1138,2019-07-04 11:00:41 +0000, SOCIAL MEDIA MARKETING, Not Disclosed by Recruiter ,2 - 5 yrs, SEO| Social media marketing| Windows| Android| microsoft| CMS| Web development| Online marketing| Google AdWords| Google Analytics,Programming & Design,"Chandigarh,Pune,Mumbai","IT Software - eCommerce , Internet Technologies","IT-Software, Software Services",Graphic/Web Designer
1139,2019-07-04 05:34:15 +0000, Python Tester -Noida, Not Disclosed by Recruiter ,8 - 13 yrs, Selenium| Android| Java| Automation Testing| Jenkins| Continuous Integration| Python| GIT| SVN| Agile Development,Programming & Design,Noida,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Technical Architect
1140,2019-07-05 07:03:12 +0000, Data Researcher, Not Disclosed by Recruiter ,1 - 6 yrs, Monitoring| Social networking| Data research,Institutional Sales,Ahmedabad,"Sales , Retail , Business Development","IT-Software, Software Services",Sales/Business Development Manager
1141,2019-07-04 07:56:00 +0000, Android Mobile Application Developer," 2,00,000 - 3,50,000 PA. ",1 - 3 yrs, Application Development| Android Development| Mobile Application Development| Ios Development| Android Studio| iphone developer,Programming & Design,Mumbai (Vidya Vihar West) ,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
1142,2019-08-04 02:06:01 +0000, Scouting For Warehouse Manager || Bengaluru || Ecomm/ Pharma Exp must, Not Disclosed by Recruiter ,3 - 7 yrs, supply chain operations| Team Building| Inward| Problem Solving| logistics operations| Dispatch| Warehouse Management| Supply Chain| Operations Management| Logistics| Warehouse Operations,Logistics,Bengaluru,Purchase / Logistics / Supply Chain,"Internet, Ecommerce",Warehouse Manager
1143,2019-08-04 23:25:40 +0000, Search Engine Optimization Specialist, Not Disclosed by Recruiter ,1 - 2 yrs, search engines| search engine optimization| optimization| link building| communication skill| javascript| client satisfaction| research,Programming & Design,"Ahmedabad,Ahmedabad","IT Software - eCommerce , Internet Technologies",Other,Team Lead/Technical Lead
1144,2019-08-04 08:22:10 +0000, Sales Executive @ Ahmedabad, Not Disclosed by Recruiter ,1 - 3 yrs, marketing| sale| bd| bdm| Business Development| sales| Sales Executive Activities,Retail Sales,Ahmedabad,"Sales , Retail , Business Development","IT-Software, Software Services",Sales Executive/Officer
1145,2019-08-05 09:39:43 +0000, Advisor Executive, Not Disclosed by Recruiter ,1 - 3 yrs, Training| Hospitality| Interpersonal skills| Business Associate| Executive| ISO 9001| Social media| Customer service| Internship| Recruitment,Retail Sales,Kolkata,"Sales , Retail , Business Development","Recruitment, Staffing",Sales Executive/Officer
1146,2019-08-06 08:25:39 +0000, Test Automation Engineer, Not Disclosed by Recruiter ,1 - 4 yrs, Selenium| SDLC| SQL| Computer science| Test scripts| TDD| Test scenarios| Test cases| JIRA| Continuous improvement,Programming & Design,Bengaluru,IT Software - QA & Testing,"IT-Software, Software Services",Testing Engineer
1147,2019-07-04 04:15:30 +0000, Software Engineer," 4,50,000 - 8,50,000 PA. ",0 - 0 yrs, Automation| Software Engineering| computer science engineering| Artificial Intelligence| machine learning,Other,"Hyderabad,Itanagar,Patna,Raipur,Panjim,Gandhinagar,Chandigarh,Shimla,Srinagar","IT Software - Embedded , EDA , VLSI , ASIC , Chip Design","IT-Software, Software Services",Fresher
1148,2019-08-05 05:41:25 +0000, Agro Microbiologist, Not Disclosed by Recruiter ,1 - 3 yrs,,R&D,"Noida,Greater Noida","Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology","Recruitment, Staffing",Microbiologist
1149,2019-08-04 16:11:45 +0000, Production Manager with Production Manager/Supervisor, Not Disclosed by Recruiter ,2 - 7 yrs, Production Supervisor| Electricals,Production/Manufacturing/Maintenance,Ahmedabad,"Production , Manufacturing , Maintenance","Construction, Engineering, Cement, Metals",Production Manager
1150,2019-08-05 20:21:10 +0000, Customer Service Executive - Air Clearance, Not Disclosed by Recruiter ,3 - 4 yrs, Customer Service Executive,Voice,Chennai,"ITES , BPO , KPO , LPO , Customer Service , Operations","Courier, Transportation, Freight , Warehousing",Associate/Senior Associate -(NonTechnical)
1151,2019-07-04 23:22:56 +0000, Account Manager, Not Disclosed by Recruiter ,8 - 10 yrs, Account Management,Retail Sales,"Mumbai,Pune,Noida","Sales , Retail , Business Development","IT-Software, Software Services",Sales/Business Development Manager
1152,2019-08-04 15:24:38 +0000, VB Programmer:VBP, Not Disclosed by Recruiter ,5 - 10 yrs, XML| VB| SQL| DCOM| MS Access| software| Database| xbrl| Crystal report| Ajax| Installshield,Programming & Design,Kolkata,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
1153,2019-07-05 20:55:43 +0000,, Not disclosed ,,,,,,,
1154,2019-07-07 04:49:08 +0000, Tibco Integration Expert, Not Disclosed by Recruiter ,2 - 5 yrs, SAP| XML| Weblogic| ERP| TIBCO| XSLT| Troubleshooting| Workflow| Middleware| Debugging,Programming & Design,Bengaluru,"IT Software - Application Programming , Maintenance","Recruitment, Staffing",Software Developer
1155,2019-08-04 05:52:46 +0000, Freelance Recruitment Business Partner - Insurance Sector, Not Disclosed by Recruiter ,1 - 5 yrs, ERP| Succession Planning| Reports| Talent Management| Human Resources| Recruitment| Talent Acquisition| MIS| HR Policies,HR/ Recruitment / IR,"Chandigarh,Raipur","HR , Recruitment , Administration , IR","Recruitment, Staffing",Recruitment Executive
1156,2019-07-05 20:26:33 +0000, CCE for US Inbound Process, Not Disclosed by Recruiter ,0 - 1 yrs, Medical| Outbound| Night shift| Service| English| Comp| Business Executive| Technical| Inbound process| Technical support,Voice,Kolkata,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical)
1157,2019-07-06 22:16:14 +0000,," INR 1,75,000 - 3,00,000 PA. ",,Associate|Associate|Associate|Senior|Senior|Associate|Senior|Senior|Senior,,,,,
1158,2019-08-05 22:30:58 +0000, Buynuse Social Media Community Campaign Manager, Not Disclosed by Recruiter ,3 - 8 yrs, Mobile marketing| Linkedin| PPC| Email marketing| Social media| Brand Awareness| SEO| Digital marketing| Facebook| Analytics,Marketing,Hyderabad,"Marketing , Advertising , MR , PR , Media Planning","Internet, Ecommerce",Marketing Manager
1159,2019-08-05 13:36:15 +0000, Role Designation- Specialist Programmer, Not Disclosed by Recruiter ,3 - 7 yrs, SQL| jQuery| Open source| development| css| level| cloud| scripting| GIT| NoSQL| Coding| cassandra| Agile| MongoDB| html| email| architecture,Programming & Design,Hyderabad,IT Software - System Programming,"IT-Software, Software Services",Software Developer
1160,2019-07-04 20:42:21 +0000, Walk- in for Senior Accounts Payable Executive, Not Disclosed by Recruiter ,2 - 7 yrs, accounting| accounts payable| expenses| reconciliation| payments| invoicing| invoice processing| journal entries| payment processing,Accounts,Pune,"Accounts , Finance , Tax , Company Secretary , Audit","Accounting, Finance",Accounts Executive/Accountant
1161,2019-08-05 07:14:58 +0000, Functional Consultant, Not Disclosed by Recruiter ,2 - 4 yrs, Troubleshooting| Helpdesk| PHP| software| configuration| Gap analysis| Software implementation| Automotive| Front end| PDF| application| Data collection| Business process analysis| support,Programming & Design,"Nagpur,Pune","IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
1162,2019-08-04 09:00:13 +0000, Software Development - Skill-set - Jenkins Requirement, Not Disclosed by Recruiter ,6 - 10 yrs, Software Development| Test Planning| Doors| Automation Framework| Integration Testing| Test Management| Automation Testing| Canoe| Agile Development| SIT,Programming & Design,Pune,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
1163,2019-07-06 02:52:43 +0000, Animator, Not Disclosed by Recruiter ,0 - 5 yrs, Photoshop| Graphics| Animation| Maya| Fine arts| Project management| CGI| Animator| 3D| Graphic designing,Creative,"Hyderabad,Bengaluru","Design , Creative , User Experience","IT-Software, Software Services",Graphic Designer
1164,2019-08-04 17:59:40 +0000, Web Developer, Not Disclosed by Recruiter ,2 - 3 yrs, Angularjs| Java| CSS| Html5| JSP| Java Web Services| JQuery| Web services| JSP Servlets| MySQL| Javascript| Bootstrap| Servlets| Ajax,Programming & Design,Mumbai,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
1165,2019-08-04 04:46:06 +0000," Hiring For Cognizant,mphasis,fadv,ola Cabs,superdaily Etc Sal upto 5lk"," 1,25,000 - 5,00,000 PA. ",0 - 5 yrs, bpo| Inbound Process| customer service executive| mnc| csr| international bpo| customer service| customer care| outbound process| international voice| international voice process| calling| international call center| communication skills,Voice,Bengaluru,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate/Senior Associate -(NonTechnical)
1166,2019-07-07 01:21:54 +0000, Post Closure Underwriting Specialist Immediate Joining," 2,00,000 - 4,00,000 PA. ",1 - 6 yrs,,Life Insurance/Financial Services,Bengaluru,"Financial Services , Banking , Investments , Insurance","BPO, Call Centre, ITeS",Underwriter
1167,2019-08-06 06:20:45 +0000, Openspan Developer, Not Disclosed by Recruiter ,3 - 8 yrs, HTML| VB| SQL| c#| Automation| css| technical| Workflow| Service| developing| Troubleshooting| Business process| excel| database| PDF| web| design| .net| DBMS| programming| applications,Programming & Design,Delhi,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
1168,2019-07-05 20:18:51 +0000, Sales OR Business Growth Executive," 2,00,000 - 4,00,000 PA. ",0 - 1 yrs, Sales| Marketing| Branding| Advertising| Promotions| Events| Corporate Sales| Team Handling| Entrepreneurship| management| creative| fresher| trainee| Communication Skills| Presentation Skills,Other,Delhi NCR,"Marketing , Advertising , MR , PR , Media Planning","Advertising, PR, MR, Event Management",Fresher
1169,2019-08-06 02:35:22 +0000, Team Lead | Voice Accent Trainer | Retail," 6,00,000 - 8,00,000 PA. ",7 - 9 yrs, communication trainer| accent trainer| Accent| voice trainer| Training| Accent Training| voice coach| team leader| leading team| Team Leading| voice accent trainer,Training,Hyderabad,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Voice & Accent Trainer
1170,2019-08-05 00:54:15 +0000, Sales Coordinator / Back Office Sales Coordinator, Not Disclosed by Recruiter ,1 - 6 yrs, Client coordination| Back office| Electronics| UPS| Sales Coordinator,Corporate Sales,Ahmedabad,"Sales , Retail , Business Development","Recruitment, Staffing",Sales Executive/Officer
1171,2019-07-05 13:02:00 +0000, Customer Service Executive, Not Disclosed by Recruiter ,2 - 7 yrs, customer service| english| analytical skills| good communication| team player| self motivated| listening| who| independent| executive,Voice,Ahmedabad,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate/Senior Associate -(NonTechnical)
1172,2019-08-04 22:13:17 +0000, Req - T24 Business Analyst / Solution Architect For Chennai Location., Not Disclosed by Recruiter ,8 - 12 yrs, solution architect| Business Analyst| ba,System Design/Implementation/ERP/CRM,Chennai,IT Software - Other,"IT-Software, Software Services",Business Analyst
1173,2019-08-05 16:10:56 +0000, US Recruiter 2-4yrs," 1,00,000 - 5,00,000 PA. ",2 - 4 yrs, c2c| implementation| US Recruiter,HR/ Recruitment / IR,Hyderabad,"HR , Recruitment , Administration , IR","Recruitment, Staffing",Recruitment Executive
1174,2019-07-05 03:43:03 +0000, HR Recruiter, Not Disclosed by Recruiter ,2 - 5 yrs, MIS| Reports| HR Policies| Recruitment| Talent Acquisition| Talent Management| Human Resources,HR/ Recruitment / IR,Noida,"HR , Recruitment , Administration , IR","Recruitment, Staffing",Recruitment Executive
1175,2019-08-05 07:01:41 +0000, Field Sales Executive, Not Disclosed by Recruiter ,1 - 3 yrs, Cold calling| Field Sales Executive| Web technologies| Sales| SAAS| Cloud| Healthcare| Management,Institutional Sales,Kolkata,"Sales , Retail , Business Development","Recruitment, Staffing",Sales Executive/Officer
1176,2019-07-04 21:46:16 +0000, Executive - Business Development, Salary + Reimbursement + Incentives ,0 - 3 yrs, business development| business development executive| business development manager| sales business development| field sales| operation team| marketing| bd| bdm| Sales| Field Sales Executive| field sales officer| Sales Executive,Retail Sales,Delhi NCR,"Sales , Retail , Business Development","Wellness , Fitness , Sports, Beauty",Sales/Business Development Manager
1177,2019-07-04 08:54:46 +0000, Devops Practice Lead - Ci/cd, Not Disclosed by Recruiter ,10 - 20 yrs, DevOps| CI| CD| AWS| Ansible| Chef| Puppet| Jenkins| Git| Azure,Senior Management,Hyderabad,"IT Software - Network Administration , Security","IT-Software, Software Services",Practice Head / Practice Manager
1178,2019-08-04 19:23:57 +0000, Devops Engineer | Immediate Joiner, Not Disclosed by Recruiter ,8 - 12 yrs, Azure| AWS| Devops,Programming & Design,Gurgaon,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Team Lead/Technical Lead
1179,2019-08-04 01:59:12 +0000, Asst. Manager -sales / Sales Executive ( Enterprise Software Products)," 2,50,000 - 7,50,000 PA. ",1 - 6 yrs, Direct Sales| Prospecting| IT Sales| Marketing| Sales Trainees| It Solution Sales| Lead Generation| Sales| International sales| Software sales| Business Development| Market Research,Programming & Design,"Delhi NCR,Mumbai,Kolkata","IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
1180,2019-07-04 23:07:54 +0000, Leadership role for Product Development ( General Insurance)- MNC," 25,00,000 - 30,00,000 PA. ",7 - 12 yrs, general insurance| product development| product management| financial services| Product| Insurance,General Insurance,Gurgaon,"Financial Services , Banking , Investments , Insurance","Banking, Financial Services, Broking",Product Manager
1181,2019-07-04 20:38:17 +0000, Critical Care - Sr Resident/attending Consultant-delhi / Noida, Not Disclosed by Recruiter ,0 - 5 yrs, pulmonology| critical care| internal medicine| Anesthesia| ICU,Medical Professional,"Delhi NCR,Faridabad,Noida","Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology","Medical, Healthcare, Hospitals",Anaesthetist
1182,2019-07-06 15:31:53 +0000, Hiring For Data Entry & Computer Operator Jobs In Delhi Noida," 1,50,000 - 2,75,000 PA. ",0 - 1 yrs, Data Entry| Computer Operating| Calling| customer care| customer support| customer service| customer service executive| customer support executive| Domestic BPO| call center executive| customer care executive| customer care officer| customer support officer,Other,"Delhi,Noida,Ghaziabad","ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Fresher
1183,2019-07-05 02:48:23 +0000, Customer Support Executive," 1,00,000 - 1,25,000 PA. ",0 - 1 yrs, admin executive| administration executive| training co - ordinator,Sales Support,Hyderabad,"Sales , Retail , Business Development","Industrial Products, Heavy Machinery",Sales Coordinator
1184,2019-07-06 16:57:55 +0000, Program Manager , Not Disclosed by Recruiter ,8 - 10 yrs, Computer science| Physical education| Botany| Business studies| Healthcare| Pharmacy| Hotel management| Telecom| Public relations| Fine arts,Senior Management,Mumbai,"IT Software - Application Programming , Maintenance","BPO, Call Centre, ITeS",Program Manager
1185,2019-08-05 15:57:59 +0000, Software Engineer 1A, Not Disclosed by Recruiter ,1 - 5 yrs, Automation| Ciena| Simulation| Networking| Talent acquisition| Transmission| Technical leadership| Roadm| Hardware| Statistics,Programming & Design,Gurgaon,"IT Software - Application Programming , Maintenance","Telcom, ISP",Software Developer
1186,2019-08-04 18:50:51 +0000, Qualitative QA Lead, Not Disclosed by Recruiter ,11 - 15 yrs, Manual testing| Configuration management| Online marketing| Black Box Testing| Regression testing| Test cases| microsoft| Open source| Agile testing| Testing,QA/Testing/Documentation,Ahmedabad,IT Software - QA & Testing,"IT-Software, Software Services",Quality Assurance/Quality Control Executive
1187,2019-07-05 18:56:31 +0000, Trade Execution Analyst, Not Disclosed by Recruiter ,1 - 2 yrs, Capital market| Monitoring| Linux| Financial markets| Technical support| Research| Programming| Basic| Management| Compliance,Financial Services/Stock Broking,Gurgaon,"Financial Services , Banking , Investments , Insurance","Banking, Financial Services, Broking",Analyst
1188,2019-08-04 02:19:53 +0000,Exciting Opportunity For PhD Freshers in Mumbai, Not Disclosed by Recruiter, 0 - 2 Years,Life Sciences|medical|health|pharma|Phd|research|publications,"Cactus Communications is a leading provider of communication solutions, including academic and scientific editing, medical communications, publication support services, English-language workshops, transcription, and translation. Our company mission is to enable growth through effective communication. CACTUS offers services to two key client segments worldwide: Academia (researchers, scholarly journals and publishers, universities, and academic societies) and Pharmaceutical, biotech and medical device companies. We have our offices in the US, UK, Japan, India, South Korea, Singapore and China. Our full-time in-house staff consists of over 700 people and represents a diverse group of people from India, China, Japan, Singapore, South Korea, Taiwan, the US, UK, Germany, and Brazil. We also work with over 2500 contractors from around the world. We've been ranked #1 in IndiaÃ¢â‚¬â„¢s Great Mid-Size Workplaces Ã¢â‚¬"" 2017, a study conducted by Great Place to WorkÃ‚Â® Institute India in association with MINT, by HT Media: http://bit.ly/2uiJmUv. WeÃ¢â‚¬â„¢ve been ranked #18 in 25 Best Small & Medium Workplaces in Asia Ã¢â‚¬"" 2018, a study conducted by Great Place to WorkÃ‚Â® Institute We are proud to finish in the 2018 Top 100 Companies for Remote Jobs by FlexJobs! This is the third year for CACTUS to finish in the top 20.", Mumbai,Other,Fresher / Trainee / Entry Level,"Cactus Communications is a leading provider of communication solutions, including academic and scientific editing, medical communications, publication support services, English-language workshops, transcription, and translation. Our company mission is to enable growth through effective communication. CACTUS offers services to two key client segments worldwide: Academia (researchers, scholarly journals and publishers, universities, and academic societies) and Pharmaceutical, biotech and medical device companies. We have our offices in the US, UK, Japan, India, South Korea, Singapore and China. Our full-time in-house staff consists of over 700 people and represents a diverse group of people from India, China, Japan, Singapore, South Korea, Taiwan, the US, UK, Germany, and Brazil. We also work with over 2500 contractors from around the world. We've been ranked #1 in IndiaÃ¢â‚¬â„¢s Great Mid-Size Workplaces Ã¢â‚¬"" 2017, a study conducted by Great Place to WorkÃ‚Â® Institute India in association with MINT, by HT Media: http://bit.ly/2uiJmUv. WeÃ¢â‚¬â„¢ve been ranked #18 in 25 Best Small & Medium Workplaces in Asia Ã¢â‚¬"" 2018, a study conducted by Great Place to WorkÃ‚Â® Institute We are proud to finish in the 2018 Top 100 Companies for Remote Jobs by FlexJobs! This is the third year for CACTUS to finish in the top 20."
1189,2019-08-06 03:17:14 +0000, Applications and Visa Specialist, Not Disclosed by Recruiter ,0 - 2 yrs, USA| MS| overseas education| IELTS| B.E.| B.Tech| MBA| Canada| visa| GMAT| GRE| Australia,,Mumbai,Other,"Education, Teaching, Training",Other
1190,2019-08-06 04:10:34 +0000, C++ Developer, Not Disclosed by Recruiter ,2 - 4 yrs, TCP| c++| programmer| IP| developer,Programming & Design,Bengaluru,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
1191,2019-07-06 17:53:37 +0000, Made Business Process Improvements, Not Disclosed by Recruiter ,2 - 5 yrs, Business process| MIS| Costing| VAT| Sales tax| Excise| ERP| Cash flow| BPO| Loans,Finance/Audit,"Mumbai,Delhi","Accounts , Finance , Tax , Company Secretary , Audit","Banking, Financial Services, Broking",Audit Manager
1192,2019-08-06 03:57:39 +0000, MANAGER - OPERATIONS, Not Disclosed by Recruiter ,13 - 17 yrs, Analytical skills| Administration| Networking| Head Operations| Project management| Office administration| Budget management| MS Office| Stakeholder management| Monitoring,Operations,Mumbai,"ITES , BPO , KPO , LPO , Customer Service , Operations","NGO, Social Services, Regulators, Industry Associations",Operations Manager
1193,2019-07-06 11:19:37 +0000, Store Keeper, Not Disclosed by Recruiter ,2 - 5 yrs, Warehouse| Compliance| Inspection| Inventory control| Scheduling| Debit note| Inventory,Logistics,Mumbai,Purchase / Logistics / Supply Chain,"Construction, Engineering, Cement, Metals",Store Keeper/Warehouse Assistant
1194,2019-08-06 03:36:05 +0000, Assistant Manager - Taxation," 4,50,000 - 6,00,000 PA. ",0 - 4 yrs, Compliance| Taxation| direct taxation| Indirect Taxation,Accounts,Mumbai,"Accounts , Finance , Tax , Company Secretary , Audit","Accounting, Finance",Chartered Accountant
1195,2019-07-06 17:50:09 +0000, Chartered Accountant, Not Disclosed by Recruiter ,2 - 5 yrs, Chartered Accountant,Accounts,Mumbai,"Accounts , Finance , Tax , Company Secretary , Audit","Accounting, Finance",Chartered Accountant
1196,2019-07-06 12:13:08 +0000, Software Sales &amp; Marketing, Not Disclosed by Recruiter ,1 - 2 yrs,,Retail Sales,Pune,"Sales , Retail , Business Development","BPO, Call Centre, ITeS",Sales/Business Development Manager
1197,2019-07-06 01:06:12 +0000, Secretary - Chairman's Office," 6,50,000 - 7,00,000 PA. ",3 - 8 yrs, Secretary| Stenographer| Shorthand| Stenography| Secretarial| executive secretary,,Mumbai (Nariman Point) ,"Executive Assistant , Front Office , Data Entry","Pharma, Biotech, Clinical Research",Secretary/PA
1198,2019-07-04 10:58:07 +0000, Front Office Executive for leading Jewellery Store., Not Disclosed by Recruiter ,1 - 5 yrs, Front end| Front Office Executive| Cash flow| Management,Voice,Chandigarh,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical)
1199,2019-08-04 13:28:57 +0000, Sailpoint IQ Engineer - E2E Implementation, Not Disclosed by Recruiter ,2 - 5 yrs, LDAP| System Implementation| SailPoint| Application Integration| SAML| ADFS| Active Directory| OAuth| Kerberos| iAM| RDBMS| Application Server,Programming & Design,Mumbai,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
1200,2019-07-07 05:40:11 +0000, Sales Manager - HDFC Life Insurance, Not Disclosed by Recruiter ,4 - 8 yrs, Sales Manager| HDFC Life Insurance| market research| customer profiling| sales executive| marketing executive| distributors| Business Development| sales strategy,Retail Sales,"Mysore,Bengaluru,","Sales , Retail , Business Development","Recruitment, Staffing",Sales/Business Development Manager
1201,2019-07-05 22:20:42 +0000," Business Analyst: Finance, Risk & Compliance, Operations & Marketing", Not Disclosed by Recruiter ,2 - 5 yrs, Business Analyst| SAS| C++| XML| Consulting| Outsourcing| PHP| Risk analytics| Perl| jQuery,Analytics & BI,Gurgaon,Analytics & Business Intelligence,"IT-Software, Software Services",Business Analyst
1202,2019-08-05 10:16:22 +0000, Java Senior Developer, Not Disclosed by Recruiter ,5 - 8 yrs, J2Ee| HTML| Javascript| development| SOA| technical| testing| E-commerce| test driven development| Unit testing| spring| Core Java| jQuery| java| application| web| optimization| design| developer| Ajax,Programming & Design,Chennai,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
1203,2019-07-05 12:02:57 +0000, Javascript Developer, Not Disclosed by Recruiter ,3 - 8 yrs, Cook| Analytics| French| HTML| Coding| SAN| Natural language processing| E-commerce| Javascript| DOM,Programming & Design,Ahmedabad,IT Software - System Programming,"Internet, Ecommerce",Software Developer
1204,2019-07-06 07:02:43 +0000, Assistant Manager - Credit Operations, Not Disclosed by Recruiter ,2 - 6 yrs, SQL| Data extraction| Performance tuning| Credit operations| tableau,Retail/Personal Banking,Pune,"Financial Services , Banking , Investments , Insurance","Banking, Financial Services, Broking",Credit Officer
1205,2019-08-04 14:16:44 +0000, Principal Software Engineer - LTE MAC Layer, Not Disclosed by Recruiter ,7 - 12 yrs, C++| C| Multithreading| SoC| SVN| LTE| Data Structure,Project Management,"Delhi NCR,Gurgaon","IT Software - Network Administration , Security","IT-Software, Software Services",Project Manager-IT/Software
1206,2019-08-06 05:09:38 +0000, planning epm developer, Not Disclosed by Recruiter ,3 - 6 yrs, ERP| Cognos| Photoshop| Data analysis| development| Performance management| software| Workflow| analytics| Production support| application| Data modeling| RDBMS| Business analytics| applications,Programming & Design,Bengaluru,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
1207,2019-08-04 12:27:15 +0000," Urgent Opening For Front End Developer @ Perennial Systems, Pune"," 3,00,000 - 8,00,000 PA. ",2 - 6 yrs, angularjs| React.Js,Programming & Design,Pune,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
1208,2019-07-04 13:41:20 +0000, TME and Deck Cadet, Not Disclosed by Recruiter ,2 - 6 yrs,,Shipping,Chandigarh,Shipping,"Shipping, Marine",Deck Cadet
1209,2019-08-04 22:34:05 +0000, Software Testing Engineer, Not Disclosed by Recruiter ,2 - 3 yrs, Test Engineering| Automation,Programming & Design,Hyderabad,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Testing Engineer
1210,2019-07-07 01:48:34 +0000, Devops Engineer, Not Disclosed by Recruiter ,3 - 8 yrs, Unix| Automation| Application support| GIT| Tools| HTML| Troubleshooting| Operations| Monitoring| Indexing,Institutional Sales,"Bengaluru,Chennai","Sales , Retail , Business Development","IT-Software, Software Services",Sales Executive/Officer
1211,2019-08-06 06:10:47 +0000, Sales Executive, Not Disclosed by Recruiter ,1 - 3 yrs, Sales Executive,Retail Sales,Bengaluru,"Sales , Retail , Business Development","Recruitment, Staffing",Sales Executive/Officer
1212,2019-07-06 15:42:40 +0000, Urgent Opening For Back Office Executive, Not Disclosed by Recruiter ,0 - 0 yrs, Word| Excel| Back Office Support| Internet Surfing| Typing| data entry| computer operator| back office executive,Other,Pune,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Fresher
1213,2019-07-06 07:37:46 +0000, Production Head in a Agro Chemical Co. for Telangana Location, Not Disclosed by Recruiter ,10 - 20 yrs, Production| Drum and Dryer| Spray Dryer| Production manager| Production head| manufacturing| production manufacturing,Senior Management,Hyderabad,"Production , Manufacturing , Maintenance","Fertilizers, Pesticides",Head/VP/GM-Production/Manufacturing/Maintenance
1214,2019-08-05 15:45:44 +0000, Walkins -recruitment Executive/associate, Not Disclosed by Recruiter ,1 - 5 yrs, Communication Skills| Spoken English| International Recruitment,HR/ Recruitment / IR,Delhi,"HR , Recruitment , Administration , IR","Recruitment, Staffing",Recruitment Executive
1215,2019-08-04 03:34:25 +0000, Assistant Librarian (Vacancy-1), Not Disclosed by Recruiter ,Not Mentioned,,,Chennai,"Teaching , Education , Training , Counselling","Education, Teaching, Training",
1216,2019-07-04 19:20:27 +0000, Android Apps Development Engineer, Not Disclosed by Recruiter ,3 - 8 yrs, Mobile| Android| Agile| GIT,Programming & Design,Pune,IT Software - Mobile,"IT-Software, Software Services",Software Developer
1217,2019-08-05 02:53:06 +0000, Leadership Opportunity- Payroll Product Head Role, Not Disclosed by Recruiter ,15 - 25 yrs, Payroll| product development| Product,Senior Management,Chennai,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Head/VP/GM-Technology(IT)/CTO
1218,2019-07-07 05:25:09 +0000, Manager / DY. Manager - Marketing (male)," 3,25,000 - 6,00,000 PA. ",3 - 7 yrs, marketing management| market research| lead generation,Production/Manufacturing/Maintenance,"Faridabad,Delhi NCR","Production , Manufacturing , Maintenance","Construction, Engineering, Cement, Metals",Project Manager-Production/Manufacturing/Maintenance
1219,2019-08-05 18:28:34 +0000, Desktop Developer Cisco Finesse, Not Disclosed by Recruiter ,2 - 5 yrs, IT project management| JBoss| Cisco| Javascript| PHP| Customer care| Messaging| CTI| Windows| server side programming,Programming & Design,"Hyderabad,Pune,Noida","IT Software - Application Programming , Maintenance","Recruitment, Staffing",Software Developer
